ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
06,CALIFORNIA,CA,Siskiyou,06093,"Siskiyou County, California",6278.7649556,43540,0,24102,94,19257,305,8374,697,1440,215,28130,2088,3181,299,10463,65,8797,10,8410,462,1416,221,10150,25,613,167,792,173,3031,288,622,112,1350,221,543,160,19.4,1.6,7.9,1.2,28130.0,2088.0,10.0,0.9,24.0,0.1,20.2,0.0,19.4,1.1,7.4,1.1,23.3,0.1,1.5,0.4,3.3,0.7,12.6,1.2,3.2,0.6,7.0,1.1,1.2,0.4,0.7368,0.5789,0.5614,0.2456,2.1227,0.5263,0.8246,0.3158,0.8947,0.4035,2.4386,0.7544,0.193,0.1754,0.3684,0.1754,0.2281,0.8596,0.2456,0.7719,0.1754,2.2806,0.3684,7.2103,0.5088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050,348,7.0,0.8,40427
06,CALIFORNIA,CA,Modoc,06049,"Modoc County, California",3915.4449966,8938,0,5263,50,3660,173,1435,357,274,100,23235,1518,974,211,2293,86,1733,0,1581,236,204,83,1976,6,284,138,97,57,510,133,125,70,146,80,494,101,16.6,4.1,8.1,2.9,23235.0,1518.0,14.4,3.1,25.7,1.0,19.4,0.0,18.1,2.7,5.6,2.3,22.1,0.1,3.3,1.6,1.8,1.1,9.7,2.5,3.4,1.9,4.0,2.2,5.5,1.1,0.6316,0.614,0.8246,0.5439,2.6141,0.6842,0.8947,0.2281,0.807,0.1404,2.0702,0.5439,0.1754,0.3158,0.4912,0.2456,0.0526,0.7368,0.3333,0.0877,0.8772,2.0876,0.2105,7.2631,0.5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,326,12.3,3.7,7778
06,CALIFORNIA,CA,Yolo,06113,"Yolo County, California",1014.7319493,214977,0,77512,225,73510,592,40583,2052,6722,532,32598,786,17180,1034,25441,82,45919,0,19947,843,5624,591,113703,164,12376,916,11484,655,3060,334,4068,501,5482,452,8204,509,19.6,1.0,6.5,0.5,32598.0,786.0,13.6,0.8,11.8,0.1,21.4,0.0,9.3,0.4,7.7,0.8,52.9,0.1,6.1,0.5,14.8,0.8,3.9,0.4,5.5,0.7,7.5,0.6,3.8,0.2,0.7544,0.4561,0.3684,0.5088,2.0877,0.5088,0.1053,0.4561,0.1053,0.4386,1.1053,0.0526,0.5263,0.4912,1.0175,0.4737,0.8596,0.2807,0.5263,0.8772,0.7719,3.3157,0.9123,7.5262,0.5439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12563,1213,5.9,0.6,223875
06,CALIFORNIA,CA,Sacramento,06067,"Sacramento County, California",965.444539,1510023,0,567220,640,536029,1825,235982,5635,54551,1645,31311,252,127852,2757,202207,0,362761,0,181448,2840,54489,1575,827523,980,92841,2567,74373,1790,13311,597,26304,1022,37651,1230,24421,1669,15.8,0.4,7.4,0.2,31311.0,252.0,12.6,0.3,13.4,0.0,24.0,0.0,12.1,0.2,10.2,0.3,54.8,0.1,6.6,0.2,13.1,0.3,2.3,0.1,4.9,0.2,7.0,0.2,1.6,0.1,0.5439,0.5439,0.4737,0.4561,2.0176,0.4912,0.3158,0.6842,0.386,0.7018,2.0878,0.5614,0.5965,0.5263,1.1228,0.5263,0.807,0.1228,0.4386,0.7719,0.3158,2.4561,0.4561,7.6843,0.5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94295,3317,6.3,0.2,1300701
06,CALIFORNIA,CA,Alpine,06003,"Alpine County, California",738.340009,1146,161,1733,54,299,67,227,84,79,61,29041,7036,87,46,293,71,239,50,237,80,14,13,468,221,6,43,414,82,33,24,7,7,18,14,36,25,19.8,6.1,17.8,11.6,29041.0,7036.0,11.1,5.4,25.6,5.2,20.9,3.2,20.7,6.0,4.7,4.3,40.8,18.4,0.5,4.0,23.9,4.7,1.9,1.4,2.3,2.5,6.0,4.6,3.1,2.1,0.7895,1.0,0.5263,0.3158,2.6316,0.7018,0.8772,0.386,0.9474,0.0175,2.2281,0.6491,0.4386,0.0175,0.4561,0.193,0.9649,0.1053,0.1754,0.5614,0.7193,2.5263,0.5088,7.8421,0.5789,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,3,118,54,10.3,4.0,1167
06,CALIFORNIA,CA,Humboldt,06023,"Humboldt County, California",3568.1722238,135768,0,62826,231,54267,676,26957,2023,5327,577,26747,927,8878,755,22647,65,26259,116,21941,1011,5088,502,34463,187,2500,453,2666,338,5565,435,2085,336,4133,450,4140,523,20.3,1.5,8.0,0.9,26747.0,927.0,9.7,0.8,16.7,0.1,19.3,0.1,16.3,0.7,9.4,0.9,25.4,0.1,1.9,0.4,4.2,0.5,8.9,0.7,3.8,0.6,7.6,0.8,3.0,0.4,0.8246,0.5965,0.6667,0.2105,2.2983,0.614,0.5789,0.2105,0.7018,0.6316,2.1228,0.5789,0.2105,0.2632,0.4737,0.2105,0.3684,0.7018,0.3509,0.9123,0.7018,3.0352,0.7895,7.93,0.5965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,13055,950,9.7,0.7,126832
06,CALIFORNIA,CA,Butte,06007,"Butte County, California",1636.4694605,227075,0,98743,266,86797,860,44410,2008,9085,729,27537,772,15823,862,40219,71,45658,0,38146,1479,6845,515,62685,235,5363,506,7374,569,12863,788,2757,281,6232,486,6064,659,20.1,0.9,8.7,0.7,27537.0,772.0,10.7,0.6,17.7,0.1,20.1,0.0,17.0,0.7,7.9,0.6,27.6,0.1,2.5,0.2,7.5,0.6,13.0,0.8,3.2,0.3,7.2,0.6,2.7,0.3,0.807,0.7544,0.5965,0.2807,2.4386,0.6491,0.614,0.2632,0.7719,0.4737,2.1228,0.5789,0.2456,0.2807,0.5263,0.2632,0.5789,0.8772,0.2456,0.8246,0.614,3.1403,0.8596,8.228,0.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16561,1180,7.4,0.5,215129
06,CALIFORNIA,CA,Colusa,06011,"Colusa County, California",1150.7124795,21464,0,8004,58,7113,174,2929,576,520,127,27336,2220,4174,312,2966,51,5883,73,2629,273,942,180,13792,23,3184,366,219,87,577,110,494,132,386,118,207,116,13.8,2.7,5.1,1.3,27336.0,2220.0,30.6,2.3,13.8,0.2,27.4,0.3,12.3,1.3,13.2,2.5,64.3,0.1,16.0,1.8,2.7,1.1,7.2,1.4,6.9,1.8,5.4,1.6,1.0,0.5,0.4211,0.1579,0.6316,0.9649,2.1755,0.5439,0.3509,0.8596,0.4386,0.9123,2.5614,0.8246,0.7544,0.9649,1.7193,0.8947,0.1404,0.5789,0.6491,0.3684,0.0351,1.7719,0.1228,8.2281,0.6316,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3,2203,383,10.3,1.8,21382
06,CALIFORNIA,CA,Riverside,06065,"Riverside County, California",7206.55578,2383286,0,833602,1327,718349,2722,345724,7247,94709,2055,27142,232,280295,3352,328609,0,613808,0,269797,3724,67737,1683,1526818,823,181074,3622,65164,1556,73479,1388,49586,1554,30713,952,35103,4225,14.7,0.3,8.6,0.2,27142.0,232.0,18.3,0.2,13.8,0.0,25.8,0.0,11.4,0.2,9.4,0.2,64.1,0.0,8.1,0.2,7.8,0.2,8.8,0.2,6.9,0.2,4.3,0.1,1.5,0.2,0.5088,0.7018,0.6491,0.6842,2.5439,0.6667,0.3509,0.7193,0.3333,0.6316,2.0351,0.5263,0.7368,0.5965,1.3333,0.6491,0.5965,0.6842,0.6491,0.1579,0.2807,2.3684,0.4386,8.2807,0.6491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237305,4905,10.0,0.2,1882391
06,CALIFORNIA,CA,Santa Barbara,06083,"Santa Barbara County, California",2735.1376212,443738,0,156210,342,144962,885,63010,3084,13861,976,34229,431,52042,1560,64775,89,99117,0,43333,1461,12768,712,244382,221,45552,1692,21169,958,6950,506,15410,891,8052,572,19863,924,14.8,0.7,6.1,0.4,34229.0,431.0,19.0,0.6,14.6,0.1,22.3,0.0,9.9,0.3,8.8,0.5,55.1,0.0,11.0,0.4,13.6,0.6,4.4,0.3,10.6,0.6,5.6,0.4,4.5,0.2,0.5263,0.2807,0.2807,0.7018,1.7895,0.4386,0.4211,0.5614,0.1754,0.5439,1.7018,0.2632,0.614,0.8421,1.4561,0.7018,0.8246,0.3333,0.9649,0.5088,0.807,3.4386,0.9649,8.386,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46478,1882,10.6,0.4,422373
06,CALIFORNIA,CA,Glenn,06021,"Glenn County, California",1313.9669943,27897,0,10973,48,10017,225,5152,864,806,181,21736,1120,4426,427,4300,100,7470,50,4622,485,923,244,13390,4,2579,458,438,174,1144,166,386,131,484,155,311,88,18.8,3.2,6.8,1.5,21736.0,1120.0,24.7,2.4,15.4,0.4,26.8,0.2,16.8,1.7,9.2,2.4,48.0,0.0,10.0,1.8,4.0,1.6,10.4,1.5,3.9,1.3,4.8,1.5,1.1,0.3,0.7193,0.4737,0.9123,0.8421,2.9474,0.7719,0.5439,0.7895,0.7193,0.5789,2.6316,0.9298,0.5088,0.7544,1.2632,0.5965,0.3333,0.7895,0.3684,0.2456,0.0877,1.8245,0.1404,8.6667,0.6842,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2644,428,9.6,1.6,23520
06,CALIFORNIA,CA,Mendocino,06045,"Mendocino County, California",3506.3569959,87422,0,40909,133,34090,621,15877,1427,3837,422,27395,1101,8101,631,17845,81,18891,31,14566,936,3288,419,30108,43,4402,600,1646,340,4027,359,1725,260,2138,323,2230,309,18.5,1.7,9.2,1.0,27395.0,1101.0,13.1,1.0,20.4,0.1,21.6,0.0,16.8,1.1,9.6,1.2,34.4,0.0,5.4,0.7,4.0,0.8,9.8,0.9,5.1,0.8,6.3,0.9,2.6,0.4,0.7018,0.8246,0.614,0.4912,2.6316,0.7018,0.7544,0.4737,0.7193,0.6842,2.6316,0.9298,0.3509,0.4386,0.7895,0.4211,0.3333,0.7544,0.4561,0.6316,0.5965,2.7719,0.6491,8.8246,0.7018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8065,861,9.3,1.0,79951
06,CALIFORNIA,CA,Lake,06033,"Lake County, California",1256.5165708,64148,0,35067,91,25966,628,13224,1150,2556,445,25404,1010,6872,639,13941,83,13290,0,12766,727,2427,355,18525,30,2087,409,974,214,8028,565,842,176,1781,275,997,189,21.0,1.8,9.8,1.6,25404.0,1010.0,14.8,1.4,21.7,0.1,20.7,0.0,20.1,1.1,9.3,1.4,28.9,0.0,3.5,0.7,2.8,0.6,22.9,1.6,3.2,0.7,6.9,1.0,1.6,0.3,0.8772,0.9123,0.7368,0.5614,3.0877,0.8246,0.7895,0.3684,0.9123,0.614,2.6842,0.9825,0.2807,0.3509,0.6316,0.3333,0.1579,0.9825,0.2456,0.7544,0.3158,2.4562,0.4737,8.8597,0.7193,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,6005,659,9.5,1.0,51918
06,CALIFORNIA,CA,Monterey,06053,"Monterey County, California",3281.7191083,433212,0,141155,480,126052,906,58699,2821,10475,855,28836,525,78816,1645,55515,61,114125,0,37176,1464,13019,798,301974,201,75432,2448,14534,839,6567,433,17221,828,5984,443,17741,1517,14.1,0.7,5.4,0.4,28836.0,525.0,28.7,0.6,12.8,0.1,26.3,0.0,8.9,0.4,10.3,0.6,69.7,0.0,18.8,0.6,10.3,0.6,4.7,0.3,13.7,0.6,4.7,0.4,4.1,0.4,0.4737,0.2456,0.5439,0.9298,2.193,0.5614,0.2105,0.7544,0.0702,0.7368,1.7719,0.3333,0.8947,0.9825,1.8772,0.9298,0.7368,0.3684,1.0,0.2105,0.7895,3.1052,0.807,8.9473,0.7368,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3,46650,2130,11.2,0.5,396147
06,CALIFORNIA,CA,Stanislaus,06099,"Stanislaus County, California",1496.0150657,539301,0,181213,164,172682,777,86066,3959,26130,1363,25101,388,73664,1789,67770,0,146907,0,70933,1991,20021,1005,309505,445,48530,1917,12059,737,7723,508,11489,821,11100,736,5269,412,16.1,0.7,10.5,0.6,25101.0,388.0,21.7,0.5,12.6,0.0,27.2,0.0,13.2,0.4,11.6,0.6,57.4,0.1,9.7,0.4,6.7,0.4,4.3,0.3,6.7,0.5,6.4,0.4,1.0,0.1,0.614,0.9474,0.7544,0.807,3.1228,0.8421,0.193,0.8246,0.5263,0.8246,2.3685,0.7018,0.6491,0.7193,1.3684,0.6667,0.5263,0.3158,0.614,0.6491,0.0351,2.1403,0.2632,9.0,0.7544,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35012,1705,6.5,0.3,468322
06,CALIFORNIA,CA,Los Angeles,06037,"Los Angeles County, California",4058.1913941,10098052,0,3524321,1108,3306109,5533,1589956,15303,357178,4755,32469,137,1460718,8002,1299277,0,2246521,0,993035,6673,309423,3548,7439000,1372,1297024,9152,943920,4827,56280,1303,378286,3448,298364,3829,177480,3225,16.0,0.2,6.8,0.1,32469.0,137.0,21.3,0.1,12.9,0.0,22.2,0.0,9.9,0.1,9.4,0.1,73.7,0.0,13.7,0.1,26.8,0.1,1.6,0.1,11.4,0.1,9.0,0.1,1.8,0.0,0.5789,0.4737,0.4035,0.7895,2.2456,0.5789,0.2456,0.5439,0.1754,0.6316,1.5965,0.2281,0.9825,0.9123,1.8948,0.9649,0.9825,0.0702,0.9825,0.9474,0.386,3.3686,0.9474,9.1055,0.7719,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,0,3,5,1086657,11938,10.8,0.1,8152241
06,CALIFORNIA,CA,San Joaquin,06077,"San Joaquin County, California",1392.3854182,732212,0,241055,312,226727,913,114294,3941,28989,1220,26145,355,96905,1821,89461,82,201506,0,89397,2058,26630,1135,494325,295,62038,1972,20238,821,8143,581,16525,853,14450,750,15994,951,15.9,0.5,8.7,0.4,26145.0,355.0,21.1,0.4,12.2,0.1,27.5,0.0,12.4,0.3,11.7,0.5,67.5,0.0,9.1,0.3,8.4,0.3,3.4,0.2,7.3,0.4,6.4,0.3,2.2,0.1,0.5614,0.7544,0.6842,0.7719,2.7719,0.7368,0.1579,0.8772,0.4561,0.8421,2.3333,0.6842,0.8421,0.6842,1.5263,0.7719,0.614,0.2105,0.6842,0.6491,0.4912,2.649,0.5614,9.2805,0.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53972,2243,7.5,0.3,633854
06,CALIFORNIA,CA,Sutter,06101,"Sutter County, California",602.5301352,95872,0,34315,98,32360,312,15181,1554,4144,434,26070,889,13697,770,14228,76,25116,0,13032,675,3639,432,51103,87,9529,820,2891,331,2013,260,2087,325,1934,267,1012,236,16.0,1.6,9.7,1.0,26070.0,889.0,22.0,1.2,14.8,0.1,26.2,0.0,13.8,0.7,11.2,1.3,53.3,0.1,10.7,0.9,8.4,1.0,5.9,0.8,6.4,1.0,6.0,0.8,1.1,0.2,0.5789,0.8947,0.7018,0.8246,3.0,0.7895,0.4737,0.7368,0.614,0.7895,2.614,0.9123,0.5439,0.8246,1.3685,0.6842,0.614,0.4737,0.5614,0.5614,0.0877,2.2982,0.4035,9.2807,0.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9118,921,9.6,1.0,79153
06,CALIFORNIA,CA,San Bernardino,06071,"San Bernardino County, California",20059.889101,2135413,0,716171,811,630633,2099,359080,7549,85647,2282,23956,207,272865,3616,233343,77,572852,0,227837,3056,76906,2091,1512151,553,159507,3206,64444,1773,40426,1223,56480,1729,32180,1198,56827,2289,17.3,0.4,8.8,0.2,23956.0,207.0,20.5,0.3,10.9,0.1,26.8,0.0,10.9,0.1,12.2,0.3,70.8,0.0,8.1,0.2,9.0,0.2,5.6,0.2,9.0,0.3,5.1,0.2,2.7,0.1,0.6667,0.807,0.7719,0.7544,3.0,0.7895,0.0351,0.7895,0.2456,0.8772,1.9474,0.4561,0.9298,0.5965,1.5263,0.7719,0.7193,0.4386,0.8421,0.3158,0.614,2.9298,0.7193,9.4035,0.8246,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,195347,4335,9.4,0.2,1790098
06,CALIFORNIA,CA,Yuba,06115,"Yuba County, California",632.0157094,75493,0,28370,136,26179,329,13298,1321,2648,382,23867,783,8478,725,9075,59,20874,0,11572,855,3100,415,33408,54,3897,553,1664,232,2900,348,1905,356,1852,329,1399,329,18.0,1.8,8.4,1.1,23867.0,783.0,18.0,1.5,12.0,0.1,27.7,0.0,15.8,1.1,11.8,1.6,44.3,0.1,5.6,0.8,5.9,0.8,10.2,1.2,7.3,1.4,7.1,1.3,1.9,0.4,0.6842,0.6667,0.7895,0.6667,2.8071,0.7544,0.1228,0.9123,0.6842,0.8596,2.5789,0.8421,0.4737,0.4561,0.9298,0.4561,0.4561,0.7719,0.6842,0.807,0.4211,3.1403,0.8596,9.4561,0.8421,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5846,678,8.0,0.9,63965
06,CALIFORNIA,CA,Tehama,06103,"Tehama County, California",2949.1353968,63373,0,27437,109,24025,435,13464,1495,2484,427,23126,983,6766,599,11965,156,15178,0,12622,905,2497,364,19834,53,2130,453,622,197,5745,447,1246,285,1802,316,866,255,21.5,2.4,9.3,1.6,23126.0,983.0,15.6,1.4,18.9,0.2,24.0,0.0,20.1,1.4,10.4,1.5,31.3,0.1,3.6,0.8,2.3,0.7,20.9,1.6,5.2,1.2,7.5,1.3,1.4,0.4,0.8947,0.8421,0.8421,0.614,3.1929,0.8772,0.7018,0.6842,0.9123,0.7544,3.0527,1.0,0.3158,0.3684,0.6842,0.3684,0.0877,0.9474,0.4737,0.8772,0.2456,2.6316,0.5439,9.5614,0.8596,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,4612,523,7.3,0.8,55364
06,CALIFORNIA,CA,Del Norte,06015,"Del Norte County, California",1006.2273655,27424,0,11373,137,9799,314,5458,713,796,205,22832,1799,3684,365,4585,90,5954,136,5121,471,859,205,10252,113,434,156,364,112,2207,261,459,136,942,198,3110,340,22.5,2.9,8.3,2.0,22832.0,1799.0,19.0,1.9,16.7,0.3,21.7,0.5,21.0,1.9,8.8,2.1,37.4,0.4,1.7,0.6,3.2,1.0,19.4,2.3,4.7,1.4,9.6,2.0,11.3,1.2,0.9298,0.6316,0.8596,0.7018,3.1228,0.8421,0.5789,0.5088,0.9649,0.5439,2.5965,0.8596,0.4211,0.193,0.6141,0.2982,0.2105,0.9298,0.4035,0.9649,0.9825,3.4912,0.9825,9.8246,0.8772,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,3,5,1533,362,6.3,1.5,24903
06,CALIFORNIA,CA,Kings,06031,"Kings County, California",1390.3084462,150075,0,45792,221,42735,539,28084,2187,4855,532,21186,665,24270,930,14567,30,40935,32,16568,875,6397,616,101017,154,13829,1042,2919,371,1938,265,3483,430,2730,361,14912,686,20.8,1.6,8.4,0.9,21186.0,665.0,26.3,1.0,9.7,0.1,27.3,0.0,12.4,0.6,15.0,1.4,67.3,0.1,10.0,0.8,6.4,0.8,4.2,0.6,8.2,1.0,6.4,0.8,9.9,0.5,0.8421,0.6667,0.9649,0.8947,3.3684,0.9123,0.0,0.8421,0.4561,1.0,2.2982,0.6667,0.8246,0.7544,1.579,0.8421,0.5088,0.2982,0.7895,0.6491,0.9649,3.2105,0.8947,10.4561,0.8947,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,10946,1107,8.2,0.8,132084
06,CALIFORNIA,CA,Madera,06039,"Madera County, California",2136.9268752,155013,0,50362,130,44759,607,30549,2576,5243,650,21394,717,27278,1088,20797,71,42814,70,19408,1181,5040,656,101482,186,18907,1290,1458,299,3116,337,4010,521,2675,461,8179,371,20.8,1.7,8.3,1.0,21394.0,717.0,28.1,1.1,13.4,0.1,27.6,0.0,13.2,0.8,11.3,1.5,65.5,0.1,13.2,0.9,2.9,0.6,6.2,0.7,9.0,1.2,6.0,1.0,5.3,0.2,0.8421,0.6316,0.9474,0.9123,3.3334,0.8947,0.3158,0.8947,0.5263,0.807,2.5438,0.807,0.807,0.8947,1.7017,0.8772,0.1754,0.4912,0.8421,0.5614,0.8421,2.9122,0.7018,10.4911,0.9123,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13784,1280,9.4,0.9,134591
06,CALIFORNIA,CA,Fresno,06019,"Fresno County, California",5958.0959769,978130,0,328577,324,304624,1206,232067,5770,41276,1535,23284,299,147389,2617,114438,59,279979,0,126139,2778,43943,1537,686675,523,108140,2817,23756,1005,12508,772,28262,1264,25805,918,16750,804,24.1,0.6,9.4,0.3,23284.0,299.0,24.7,0.4,11.7,0.1,28.6,0.0,13.0,0.3,14.4,0.5,70.2,0.1,12.0,0.3,7.2,0.3,3.8,0.2,9.3,0.4,8.5,0.3,1.7,0.1,0.9649,0.8596,0.807,0.8421,3.4736,0.9298,0.0877,0.9298,0.5088,0.9649,2.4912,0.7719,0.9123,0.8772,1.7895,0.9123,0.5439,0.2456,0.8772,0.9298,0.3509,2.9474,0.7368,10.7017,0.9298,1,0,0,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,1,5,92035,3137,9.5,0.3,882148
06,CALIFORNIA,CA,Tulare,06107,"Tulare County, California",4824.3765423,460477,0,147791,171,136106,817,115786,5063,18321,1068,20421,392,81345,1675,50391,34,143528,0,55228,1465,19209,1070,326860,678,61208,2010,6561,532,10023,631,13317,735,8274,625,5426,415,25.5,1.1,9.4,0.5,20421.0,392.0,30.2,0.6,10.9,0.1,31.2,0.0,12.1,0.3,14.1,0.8,71.0,0.1,14.5,0.5,4.4,0.4,6.8,0.4,9.8,0.5,6.1,0.5,1.2,0.1,1.0,0.8596,0.9825,0.9474,3.7895,0.9649,0.0351,1.0,0.386,0.9474,2.3685,0.7018,0.9474,0.9474,1.8948,0.9649,0.386,0.5614,0.9298,0.614,0.1754,2.6666,0.5965,10.7194,0.9474,1,0,1,1,3,0,1,0,1,2,1,1,2,0,0,1,0,0,1,8,44779,2097,9.8,0.5,407291
06,CALIFORNIA,CA,Kern,06029,"Kern County, California",8132.2564363,883053,0,295756,367,267913,1297,187232,5341,39056,1660,22553,302,139584,2516,92005,32,257750,0,95441,2088,35604,1572,576023,368,84735,2483,15490,865,21557,878,24792,1031,18281,982,31126,1112,22.0,0.6,10.3,0.4,22553.0,302.0,26.2,0.5,10.4,0.1,29.2,0.0,11.2,0.2,13.3,0.6,65.2,0.0,10.4,0.3,5.2,0.3,7.3,0.3,9.3,0.4,6.8,0.4,3.5,0.1,0.9123,0.9298,0.8772,0.8772,3.5965,0.9474,0.0175,0.9649,0.2982,0.9298,2.2104,0.6316,0.7895,0.807,1.5965,0.8596,0.4386,0.614,0.8772,0.7018,0.7368,3.3684,0.9298,10.7718,0.9649,1,1,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,77216,3016,9.0,0.4,771878
06,CALIFORNIA,CA,Merced,06047,"Merced County, California",1935.6455211,269075,0,84795,231,79606,596,59660,3189,14912,1150,21634,542,48433,1511,29320,89,80062,70,36206,1477,11537,653,193067,200,34066,1689,3236,346,5216,408,7611,610,5801,490,5926,659,22.7,1.2,12.7,0.9,21634.0,542.0,30.6,1.0,10.9,0.1,29.8,0.0,13.6,0.6,14.5,0.8,71.8,0.1,13.7,0.7,3.8,0.4,6.2,0.5,9.6,0.8,7.3,0.6,2.2,0.2,0.9474,0.9649,0.9298,0.9649,3.807,0.9825,0.0351,0.9825,0.5965,0.9825,2.5966,0.8947,0.9649,0.9123,1.8772,0.9298,0.2807,0.4912,0.9123,0.8421,0.4912,3.0175,0.7544,11.2983,0.9825,1,1,1,1,4,0,1,0,1,2,1,1,2,0,0,1,0,0,1,9,23145,1716,8.7,0.6,233145
06,CALIFORNIA,CA,Imperial,06025,"Imperial County, California",4176.578436,180216,0,57468,155,44057,845,41191,2778,10782,961,17590,584,33928,1266,22446,129,51676,0,24557,1097,5410,524,160443,112,34263,1326,3448,428,6076,480,4616,489,3242,387,9708,571,24.2,1.6,15.3,1.3,17590.0,584.0,31.0,1.2,12.5,0.1,28.7,0.0,14.4,0.6,12.3,1.2,89.0,0.1,20.7,0.8,6.0,0.7,10.6,0.8,10.5,1.1,7.4,0.9,5.4,0.3,0.9825,0.9825,1.0,1.0,3.965,1.0,0.1754,0.9474,0.6491,0.8947,2.6666,0.9649,1.0,1.0,2.0,1.0,0.4737,0.807,0.9474,0.8596,0.8596,3.9473,1.0,12.5789,1.0,1,1,1,1,4,0,1,0,0,1,1,1,2,0,0,1,0,0,1,8,15883,1607,9.3,0.9,173546
